Company Name,Ticker,Market Cap (mil)
"El Pollo Loco Holdings, Inc.","LOCO","237.21"
"Comstock Mining, Inc.","LODE","9.97"
"LogicBio Therapeutics, Inc.","LOGC","124.02"
"Logansport Financial Corp.","LOGN","21.42"
"Loncor Resources Inc.","LONCF","25.55"
"Lonestar Resources US Inc.","LONE","16.46"
"Loop Industries, Inc.","LOOP","266"
"Spark Networks, Inc.","LOV","2.84"
"The Lovesac Company","LOVE","66.15"
"Lipocine Inc.","LPCN","15.91"
"Laredo Petroleum, Inc.","LPI","92.01"
"LightPath Technologies, Inc.","LPTH","23.27"
"Leap Therapeutics, Inc.","LPTX","28.31"
"Liquidia Technologies, Inc.","LQDA","93.9"
"Liquidity Services, Inc.","LQDT","124.06"
"Liquidmetal Technologies Inc.","LQMT","67.67"
"Lake Shore Bancorp, Inc.","LSBK","71.68"
"LifeStore Financial Group","LSFG","29.69"
"Lightbridge Corporation","LTBR","7.77"
"PIMCO 15+ Year U.S. TIPS Index ETF","LTPZ","241.27"
"Learning Tree International Inc.","LTRE","3.31"
"Liberty TripAdvisor Holdings, Inc.","LTRPA","66.07"
"Liberty TripAdvisor Holdings, Inc.","LTRPB","210.23"
"Lantronix, Inc.","LTRX","48.54"
"Lithium Corporation","LTUM","6.93"
"Lotus Pharmaceuticals Inc.","LTUS","29.44"
"Luby's, Inc.","LUB","28.24"
"Luna Innovations Incorporated","LUNA","133.03"
"LiveWorld Inc.","LVWD",".44"
"Lifeway Foods, Inc.","LWAY","23.56"
"Lightwave Logic Inc.","LWLG","43.58"
"Dephasium Corp.","LWLW",".08"
"Lexicon Pharmaceuticals, Inc.","LXRX","241.75"
"Lsb Industries Inc.","LXU","46.06"
"Dragon Victory International Limited","LYL","11.42"
"LSI Industries Inc.","LYTS","67.69"
"The Marketing Alliance Inc.","MAAL","22.48"
"Mace Security International Inc.","MACE","8.86"
"Merrimack Pharmaceuticals, Inc.","MACK","27.43"
"Magna-Lab Inc.","MAGAA",".12"
"Magal Security Systems Ltd.","MAGS","59.64"
"Marathon Patent Group, Inc.","MARA","3.11"
"Remark Holdings, Inc.","MARK","21.01"
"Marine Petroleum Trust","MARPS","2.64"
"Mateon Therapeutics, Inc.","MATN","10.6"
"J. W. Mays, Inc.","MAYS","51.27"
"CIBT Education Group Inc.","MBAIF","23.73"
"Middlefield Banc Corp.","MBCN","85.23"
"Marrone Bio Innovations, Inc.","MBII","106.5"
"Mustang Bio, Inc.","MBIO","94.92"
"METRO BANK PLC","MBNKF","83.57"
"Microbot Medical Inc.","MBOT","29.98"
"Moleculin Biotech, Inc.","MBRX","21.45"
"MabVax Therapeutics Holdings, Inc.","MBVXQ",".19"
"Metropolitan Bank Holding Corp.","MCB","147.01"
"Macatawa Bank Corporation","MCBC","228.82"
"Madison County Financial Inc.","MCBK","65.88"
"MetroCity Bankshares, Inc.","MCBS","263.47"
"Medley Capital Corporation","MCC","19.07"
"Mestek Inc.","MCCK","203.04"
"Mcorpcx, Inc.","MCCX",".83"
"The Monarch Cement Co.","MCEM","177.56"
"Mid-Con Energy Partners, LP","MCEP","2.63"
"Contango Oil & Gas Company","MCF","122.66"
"MASTERCRAFT BOAT HOLDINGS, INC.","MCFT","128.52"
"Gear International Inc.","MCHA","5.05"
"Marchex, Inc.","MCHX","59.9"
"Barings Corporate Investors","MCI","205.45"
"Mcig, Inc.","MCIG","16.59"
"Macau Capital Investments Inc.","MCIM","51.2"
"McRae Industries Inc.","MCRAA","40.9"
"Seres Therapeutics, Inc.","MCRB","200.42"
"Monarch Casino & Resort, Inc.","MCRI","257.61"
"Marcus Corporation (The)","MCS","236.13"
"Medicure Inc.","MCUJF","15.35"
"MDC Partners Inc.","MDCA","96.71"
"CytoCore Inc.","MDIT","3.43"
"MDJM Ltd.","MDJH","32.83"
"Medley Management Inc.","MDLY","1.88"
"Medicenna Therapeutics Corp.","MDNAF","57.44"
"McDermott International, Inc.","MDRIQ","8.59"
"Medalist Diversified REIT, Inc.","MDRR","7.92"
"MediWound Ltd.","MDWD","44.88"
"Mayville Engineering Company, Inc.","MEC","107.7"
"Disaboom Inc.","MEDH",".72"
"Trxade Group, Inc.","MEDS","30.41"
"Midwest Energy Emissions Corp.","MEEC","11.66"
"Methes Energies International Ltd.","MEIL",".07"
"MEI Pharma, Inc.","MEIP","79.28"
"Melrose Bancorp, Inc.","MELR","53.21"
"Merriman Holdings Inc.","MERR",".26"
"Mesa Air Group, Inc.","MESA","95.48"
"RAMACO RESOURCS","METC","103.19"
"M&F Bancorp Inc.","MFBP","5.48"
"Microwave Filter Co.","MFCO","1.87"
"Wowo Limited","MFH","4.92"
"Medallion Financial Corp.","MFIN","67.18"
"MFS Municipal Income Trust","MFM","214.39"
"Mackinac Financial Corporation","MFNC","109.7"
"Mobivity Holdings Corp.","MFON","43.67"
"MutualFirst Financial Inc.","MFSF","228.11"
"BlackRock MuniYield Investment Quality Fund","MFT","85.62"
"MFS Special Value Trust","MFV","23.41"
"Mistras Group Inc","MG","84.14"
"Signal Genetics, Inc.","MGEN","11.76"
"MFS Government Markets Income Trust","MGF","139.05"
"Minco Gold Corporation","MGHCF","1.51"
"MoneyGram International Inc.","MGI","86.55"
"MacroGenics, Inc.","MGNX","209.65"
"Magenta Therapeutics, Inc.","MGTA","273.72"
"MGT Capital Investments Inc","MGTI","5.96"
"Magyar Bancorp, Inc.","MGYR","51.22"
"BlackRock Massachusetts Tax-Exempt Trust","MHE","29.71"
"Western Asset Municipal High Income Fund Inc.","MHF","132.39"
"Meritage Hospitality Group Inc.","MHGU","83.62"
"Mastech Digital, Inc","MHH","83.96"
"Maiden Holdings, Ltd.","MHLD","61.37"
"M/I Homes, Inc.","MHO","277.21"
"Manhattan Scientifics Inc.","MHTX","7.03"
"Micron Solutions Inc.","MICR","3.62"
"MICT Inc.","MICT","6.65"
"The Michaels Companies, Inc.","MIK","214.31"
"Mitcham Industries, Inc.","MIND","13.51"
"Mirum Pharmaceuticals, Inc.","MIRM","238.16"
"Mitek Systems, Inc.","MITK","227.41"
"Stealth BioTherapeutics Corp. Sponsored ADR","MITO","34.03"
"AG Mortgage Investment Trust, Inc.","MITT","107.09"
"MiX Telematics Limited","MIXT","156.03"
"Majesco","MJCO","216.61"
"Mj Holdings, Inc.","MJNE","11.17"
"Cannasys, Inc.","MJTK",".25"
"MOLECULAR DATA","MKD","184.64"
"Next 1 Interactive Inc.","MKGI","12.39"
"Mikros Systems Corp.","MKRS","4.29"
"Mechanical Technology Inc.","MKTY","6.68"
"Malaga Financial Corp.","MLGF","127.59"
"Millennium Prime Inc.","MLMN","5.94"
"OvaScience Inc.","MLND","69.93"
"Melinta Therapeutics, Inc.","MLNTQ",".96"
"Maui Land & Pineapple Company, Inc.","MLP","174.2"
"Miller Industries, Inc.","MLR","299.74"
"Milestone Scientific, Inc.","MLSS","66.48"
"Malvern Bancorp, Inc.","MLVF","109.73"
"MMA Capital Management, LLC","MMAC","139.08"
"Martin Midstream Partners L.P.","MMLP","41.28"
"Mamamancini'S Holdings, Inc.","MMMB","31.03"
"Mastermind, Inc.","MMND","25.4"
"MFS Multimarket Income Trust","MMT","258.91"
"Mills Music Trust","MMTRS","8.66"
"Manning & Napier, Inc.","MN","15.91"
"MIND C.T.I. Ltd.","MNDO","37.75"
"McClatchy Company (The)","MNIQQ",".93"
"Mallinckrodt public limited company","MNK","90.94"
"MannKind Corporation","MNKD","209.83"
"Menlo Therapeutics Inc.","MNLO","53.28"
"MediciNova, Inc.","MNOV","144.18"
"Western Asset Municipal Partners Fund Inc.","MNP","111.77"
"Monopar Therapeutics Inc.","MNPR","82.48"
"MainStreet Bank","MNSB","126.88"
"Mentor Capital, Inc.","MNTR","1.85"
"Manitex International, Inc.","MNTX","71.57"
"Mobiquity Technologies Inc.","MOBQ","27.71"
"Modine Manufacturing Company","MOD","162.59"
"MidWestOne Financial Group, Inc.","MOFG","267.55"
"Mogo Inc","MOGO","30.09"
"MOGU Inc. Sponsored ADR","MOGU","97.7"
"ECMOHO Limited Sponsored ADR","MOHO","256.17"
"Taipan Resources Inc.","MOLOF","11.55"
"MONEY ON MOBILE","MOMT",".06"
"MoSys, Inc.","MOSY","2.59"
"Motus GI Holdings, Inc.","MOTS","14.31"
"Movado Group Inc.","MOV","247.43"
"Moxian, Inc.","MOXC","17"
"BlackRock MuniYield Pennsylvania Quality Fund","MPA","149.41"
"Motorcar Parts of America, Inc.","MPAA","252.8"
"Mobetize Corp","MPAY",".42"
"Mid Penn Bancorp","MPB","142.82"
"Barings Participation Investors","MPV","87.99"
"Mountain Province Diamonds Inc.","MPVDF","68.84"
"Marine Products Corporation","MPX","267.73"
"BlackRock MuniYield Quality Fund II, Inc.","MQT","232.57"
"Eclipse Resources Corporation","MR","88.49"
"EVERSPIN TECH","MRAM","42.84"
"Meridian Bank","MRBK","87.12"
"MRC Global Inc.","MRC","286.56"
"Monroe Capital Corporation","MRCC","102.22"
"Margo Caribe Inc.","MRGO","14.45"
"Marin Software Incorporated","MRIN","6.31"
"MARKER THERAPEUTICS, INC.","MRKR","76.78"
"Marlin Business Services Corp.","MRLN","76.28"
"Marinus Pharmaceuticals, Inc.","MRNS","106.13"
"Mersana Therapeutics, Inc.","MRSN","209.43"
"Maxus Realty Trust Inc.","MRTI","129.22"
"Mesabi Trust","MSB","128.58"
"MSB Financial Corp.","MSBF","59.58"
"Morgan Stanley Emerging Markets Debt Fund","MSD","127.42"
"MusclePharm Corp.","MSLP",".23"
"MC Endeavors Inc.","MSMY",".65"
"Emerson Radio Corporation","MSN","15.36"
"MISONIX, Inc.","MSON","152.42"
"MASSROOTS INC","MSRT",".76"
"Mid-Southern Savings Bank","MSVB","34.62"
"Metalla Royalty & Streaming Ltd.","MTA","136.61"
"Medical Transcription Billing, Corp.","MTBC","51.32"
"MMTec, Inc.","MTC","14.05"
"Matador Resources Company","MTDR","139.88"
"Mannatech, Incorporated","MTEX","16.7"
"Mechel PAO","MTL","280.98"
"Matinas Biopharma Holdings, Inc.","MTNB","121.89"
"Midatech Pharma PLC","MTP","5.71"
"Mesa Royalty Trust","MTR","7.44"
"Matrix Service Company","MTRX","199.01"
"MTS Systems Corporation","MTSC","276.85"
"MER Telemanagement Solutions Ltd.","MTSL","3.16"
"Paul Mueller Co.","MUEL","21.52"
"BlackRock MuniHoldings Fund II, Inc.","MUH","123.45"
"McEwen Mining Inc.","MUX","269.87"
"Mvb Financial Corp.","MVBF","117.08"
"MVC Capital, Inc.","MVC","83.31"
"TheMaven, Inc.","MVEN","15.98"
"Microvision, Inc.","MVIS","21.77"
"Mission Valley Bancorp","MVLY","36.21"
"MV Oil Trust","MVO","25.3"
"BlackRock MuniVest Fund II, Inc.","MVT","220.94"
"MOHAWK GROUP","MWK","48.17"
"MagnaChip Semiconductor Corporation","MX","261.36"
"Mexco Energy Corporation","MXC","4.73"
"MDxhealth SA","MXDHF","77.58"
"Mexico Equity and Income Fund, Inc.","MXE","37.49"
"Mexico Fund, Inc. (The)","MXF","116.89"
"Maxcom Telecomunicaciones SAB de CV","MXMTY","7.22"
"Mexus Gold US","MXSG","5.39"
"BlackRock MuniYield California Fund, Inc.","MYC","236.25"
"Ascendant Solutions Inc.","MYDP",".3"
"Myers Industries, Inc.","MYE","258.97"
"BlackRock MuniYield Investment Fund","MYF","142.6"
"First Western Financial, Inc.","MYFW","104.19"
"BlackRock MuniYield New Jersey Fund, Inc.","MYJ","162.52"
"Myomo, Inc.","MYO","1.72"
"MYOS RENS Technology Inc.","MYOS","7.77"
"MYR Group, Inc.","MYRG","277.17"
"My Size, Inc.","MYSZ","1.71"
"BlackRock MuniYield Arizona Fund, Inc.","MZA","46.01"
"Medizone International, Inc.","MZEIQ",".12"
"Natural Alternatives International, Inc.","NAII","38.09"
"Northern Dynasty Minerals, Ltd.","NAK","158.85"
"Naked Brand Group Limited","NAKD","1.9"
"Nanophase Technologies Corp.","NANX","10.3"
"Nanovibronix, Inc.","NAOV","9.68"
"Nathan's Famous, Inc.","NATH","202.24"
"Nature's Sunshine Products, Inc.","NATR","118.98"
"National American University Holdings, Inc.","NAUH","4.08"
"Navidea Biopharmaceuticals, Inc.","NAVB","13.92"
"Nuveen Arizona Quality Municipal Income Fund","NAZ","125.43"
"Phoenix International Ventures Inc.","NBCO","17.41"
"New Age Beverage Corporation","NBEV","93.13"
"Noble Midstream Partners LP","NBLX","125.08"
"Northeast Bancorp","NBN","78.29"
"Nabors Industries Ltd.","NBR","149.57"
"Ohr Pharmaceuticals, Inc.","NBSE","87.1"
"NovaBay Pharmaceuticals, Inc.","NBY","8.47"
"NACCO Industries, Inc.","NC","170.57"
"Nuveen California Municipal Value Fund, Inc.","NCA","261.65"
"National CineMedia, Inc.","NCMI","148.08"
"NuCana PLC Sponsored ADR","NCNA","138.9"
"NCS Multistage Holdings, Inc.","NCSM","35.44"
"The9 Limited","NCTY","11.35"
"Noodles & Company","NDLS","176.98"
"ENDRA Life Sciences Inc.","NDRA","6.32"
"Noble Corporation","NE","75.24"
"Northeast Community Bancorp Inc.","NECB","107.91"
"Northstar Electronics Inc.","NEIK","1.41"
"New England Realty Associates Limited Partnership","NEN","144.29"
"Neonode Inc.","NEON","12.56"
"Neos Therapeutics, Inc.","NEOS","34.47"
"Nephros Inc.","NEPH","54.04"
"Neptune Wellness Solutions Inc.","NEPT","97.66"
"Minerva Neurosciences, Inc","NERV","179.23"
"Nuverra Environmental Solutions, Inc.","NES","20.18"
"Net Element, Inc.","NETE","7.77"
"Newater Technology, Inc.","NEWA","22.27"
"Newtek Business Services Corp.","NEWT","212.16"
"Keane Group, Inc.","NEX","228.12"
"?NexTech AR Solutions Corp.","NEXCF","30.28"
"NextDecade Corporation","NEXT","186.09"
"New Frontier Corporation","NFH","215.63"
"Notis Global, Inc.","NGBL","1"
"NGL Energy Partners LP","NGL","192.52"
"Natural Gas Services Group, Inc.","NGS","58.06"
"Natural Grocers by Vitamin Cottage, Inc.","NGVC","176.32"
"NantHealth, Inc.","NH","122.79"
"National Holdings Corporation","NHLD","21.56"
"Neuberger Berman High Yield Strategies Fund","NHS","143.04"
"Natural Health Trends Corp.","NHTC","29.7"
"Nicholas Financial, Inc.","NICK","64.26"
"Nicox SA","NICXF","145.59"
"Northeast Indiana Bancorp Inc.","NIDB","40.65"
"Video River Networks Inc.","NIHK",".42"
"Nuveen Select Maturities Municipal Fund","NIM","115.24"
"Non-Invasive Monitoring Systems Inc.","NIMU","4.58"
"Nine Energy Service, Inc.","NINE","11.6"
"New Jersey Mining Company","NJMC","16.83"
"NantKwest, Inc.","NK","268.54"
"National Bankshares, Inc.","NKSH","224.54"
"NL Industries, Inc.","NL","126.28"
"Nutrafuels, Inc.","NLBS","9.6"
"NewLink Genetics Corporation","NLNK","33.22"
"Nautilus Group, Inc. (The)","NLS","39.01"
"Netlist, Inc.","NLST","36.69"
"Aquinox Pharmaceuticals, Inc.","NLTX","234.84"
"Navios Maritime Holdings Inc.","NM","22.16"
"Navios Maritime Containers L.P.","NMCI","23.88"
"Nuveen Municipal Income Fund, Inc.","NMI","81.7"
"Navios Maritime Partners LP","NMM","49.76"
"Nuveen Massachusetts Quality Municipal Income Fund","NMT","113.03"
"Pacific North West Capital Corp.","NMTLF","6.02"
"Net Medical Xpress Solutions Inc.","NMXS","1.62"
"Nuveen Maryland Quality Municipal Income Fund","NMY","254.33"
"Navios Maritime Acquisition Corporation","NNA","34.76"
"NN, Inc.","NNBR","96.24"
"Nano Dimension Ltd.","NNDM","2.74"
"Royal Hawaiian Orchards LP","NNUTU","40.65"
"NanoViricides, Inc.","NNVC","49.36"
"Nuveen New York Municipal Value Fund, Inc.","NNY","132.88"
"North American Construction Group Ltd.","NOA","158.51"
"Noble Group Ltd.","NOBGY","78.16"
"Nobility Homes Inc.","NOBH","81.01"
"North Dallas Bank & Trust Co.","NODB","164.54"
"NI Holdings, Inc.","NODK","270.3"
"Northern Oil and Gas, Inc.","NOG","231.11"
"Nuveen Missouri Quality Municipal Income Fund","NOM","30.16"
"Noranda Aluminum Holding Corp.","NORNQ",".04"
"Novation Cos.","NOVC","4.3"
"Novan Inc.","NOVN","14.19"
"Nutra Pharma Corp.","NPHC","2.81"
"NeoPhotonics Corporation","NPTN","227.62"
"Nuveen Virginia Quality Municipal Income Fund","NPV","195.32"
"Newpark Resources, Inc.","NR","108.78"
"Gemphire Therapeutics Inc.","NRBO","4.82"
"NexPoint Real Estate Finance, Inc.","NREF","42.5"
"Nuvo Research Inc.","NRIFF","3.88"
"Northrim BanCorp Inc","NRIM","130.24"
"Noble Roman's Inc.","NROM","4.53"
"Natural Resource Partners LP","NRP","110.11"
"North European Oil Royality Trust","NRT","21.5"
"Capitol Investment Corp. IV","NSCO","87.28"
"National Security Group, Inc.","NSEC","38.48"
"NXT Energy Solutions Inc.","NSFDF","12.88"
"InspireMD, Inc.","NSPR","2.3"
"Inspyr Therapeutics, Inc.","NSPX",".04"
"Energizer Resources Inc.","NSRCF","9.82"
"NOSTRUM OIL&GAS","NSTRY","18.82"
"Nortech Systems Incorporated","NSYS","7.84"
"NATCORE TECHNLG","NTCXF",".59"
"Notify Technology Corp.","NTFY",".14"
"Neon Therapeutics, Inc.","NTGN","77.05"
"Northern Technologies International Corporation","NTIC","61.41"
"Network-1 Technologies, Inc.","NTIP","44.65"
"NTN Buzztime, Inc.","NTN","4.66"
"Nam Tai Property Inc.","NTP","152.95"
"Neurotrope, Inc.","NTRP","9.32"
"NetSol Technologies Inc.","NTWK","23.74"
"Natuzzi, S.p.A.","NTZ","5.81"
"Nugene International, Inc.","NUGN",".06"
"Nuveen Michigan Quality Municipal Income Fund","NUM","219.46"
"Nuveen Ohio Quality Municipal Income Fund","NUO","235.37"
"NeuroMetrix, Inc.","NURO","1.25"
"NuVim Inc.","NUVM",".29"
"NUVERA COMMUNICATIONS, INC.","NUVR","77.78"
"Nuzee, Inc.","NUZE","122.35"
"Neovasc Inc.","NVCN","19.04"
"NVE Corporation","NVEC","223.3"
"Nova Lifestyle, Inc","NVFY","4.29"
"Navigator Holdings Ltd.","NVGS","216.63"
"InVivo Therapeutics Holdings Corp.","NVIV",".73"
"Nuvectra Corporation","NVTRQ",".18"
"Tokai Pharmaceuticals, Inc.","NVUS","4.18"
"Northwest Biotherapeutics, Inc.","NWBO","91.53"
"NewCardio Inc.","NWCI",".09"
"Norwood Financial Corp.","NWFL","158.64"
"Newgioco Group, Inc.","NWGI","17.16"
"New Home Company Inc. (The)","NWHM","23.31"
"NORTHWEST IN BC","NWIN","124.26"
"Newron Pharmaceuticals SpA","NWPHF","133.83"
"Northwest Pipe Company","NWPX","191.8"
"Newax Inc.","NWXJ",".19"
"Quanex Building Products Corporation","NX","266.22"
"Nuveen California Select Tax-Free Income Portfolio","NXC","77.53"
"NexGen Energy Ltd.","NXE","206.53"
"NEXIEN BIOPHARMA, INC.","NXEN","2"
"Nuveen New York Select Tax-Free Income Portfolio","NXN","47.92"
"Nexeon MedSystems, Inc.","NXNN","1.04"
"Nuveen Select Tax Free Income Portfolio","NXP","219.88"
"Nuveen Select Tax Free Income Portfolio II","NXQ","222.13"
"Nuveen Select Tax Free Income Portfolio III","NXR","178.86"
"NXT-ID Inc.","NXTD","8.34"
"Nymox Pharmaceutical Corporation","NYMX","130.14"
"The Ohio Art Co.","OART","9.09"
"Oasis Petroleum Inc.","OAS","112.79"
"Oasmia Pharmaceutical AB","OASMY","195.79"
"Optibase Ltd.","OBAS","59.52"
"Ocean Bio-Chem, Inc.","OBCI","30.69"
"Obsidian Energy","OBE","13.51"
"Glowpoint, Inc.","OBLG","7.51"
"OBALON THERPTCS","OBLN","5.57"
"ObsEva SA","OBSV","98.11"
"Optical Cable Corporation","OCC","18.27"
"OFS Credit Company, Inc.","OCCI","17.46"
"Histogenics Corporation","OCGN","4.4"
"OriginOil Inc.","OCLN",".41"
"Ocwen Financial Corporation","OCN","60.29"
"Oaktree Strategic Income Corp.","OCSI","182.99"
"Ocular Therapeutix, Inc.","OCUL","244.48"
"OncoCyte Corporation","OCX","91.47"
"Oil-Dri Corporation Of America","ODC","239.9"
"Orion Energy Systems, Inc.","OESX","85.05"
"Oconee Federal Financial Corp.","OFED","109.28"
"OFS Capital Corporation","OFS","49.49"
"Oragenics, Inc.","OGEN","23.06"
"Organigram Holdings Inc.","OGI","266.54"
"Invesco Municipal Income Opportunities Trust","OIA","269.51"
"Oi SA","OIBRQ","24.95"
"VanEck Vectors Oil Services ETF","OIH","217.68"
"Oceaneering International, Inc.","OII","205.78"
"O2Micro International Limited","OIIM","26.35"
"Oil States International, Inc.","OIS","100.87"
"Omni-Lite Industries Canada Inc.","OLNCF","6.23"
"One Liberty Properties, Inc.","OLP","242.39"
"Heritage Media Corp.","OLVI","8.43"
"Odyssey Marine Exploration, Inc.","OMEX","26.95"
"Oasis Midstream Partners LP","OMP","95.68"
"Omnitek Engineering Corp.","OMTK","1.3"
"OncoSec Medical Incorporated","ONCS","12.53"
"GTx, Inc.","ONCT","46.11"
"Oncolytics Biotech Inc.","ONCY","35.62"
"On Deck Capital, Inc.","ONDK","47.35"
"OneWater Marine Inc.","ONEW","55.57"
"SourcingLink.net Inc.","ONPH","2.4"
"Onsite Energy Corp.","ONSE",".92"
"Onconova Therapeutics, Inc.","ONTX","40.23"
"Online Vacation Center Holdings Corp.","ONVC","11.39"
"Organovo Holdings, Inc.","ONVO","27.4"
"Ooma, Inc.","OOMA","172.49"
"OP Bancorp","OPBK","102.23"
"OpGen, Inc.","OPGN","14.9"
"OptimumBank Holdings, Inc.","OPHC","4.84"
"Opiant Pharmaceuticals, Inc.","OPNT","39.63"
"Old Point Financial Corporation","OPOF","61.16"
"OptimizeRx Corp.","OPRX","104.89"
"OptiNose, Inc.","OPTN","164.34"
"Ocean Power Technologies, Inc.","OPTT","3.15"
"Nanoflex Power Corporation","OPVS","19.47"
"Optex Systems Holdings Inc.","OPXS","13.59"
"Oppenheimer Holdings, Inc.","OPY","194.71"
"ORBCOMM Inc.","ORBC","101.06"
"Orbit International Corp.","ORBT","16.19"
"Orchid Island Capital, Inc.","ORC","122.32"
"Orgenesis Inc.","ORGS","53.98"
"Oramed Pharmaceuticals Inc.","ORMP","46.39"
"Orion Group Holdings, Inc.","ORN","47.67"
"Orocobre Ltd.","OROCF","288.85"
"Orosur Mining Inc.","OROXF","4.81"
"Orrstown Financial Services Inc","ORRF","140.82"
"Orbital Tracking Corp","OSAT",".63"
"Old Second Bancorp, Inc.","OSBC","204.13"
"Overseas Shipholding Group, Inc.","OSG","163.15"
"OSMOTICA PHARM","OSMT","193.2"
"Ossen Innovation Co., Ltd.","OSN","11.29"
"One Stop Systems, Inc.","OSS","16.1"
"Overstock.com, Inc.","OSTK","127.83"
"Haymaker Acquisition Corp.","OSW","170.52"
"OTC Markets Group Inc.","OTCM","291.35"
"Otelco Inc.","OTEL","12.68"
"Otonomy, Inc.","OTIC","48.69"
"On Track Innovations Ltd","OTIVF","6.94"
"Oncobiologics, Inc.","OTLK","15.35"
"OTTAWA BANCORP","OTTW","31.85"
"Ohio Valley Banc Corp.","OVBC","132.61"
"OVID THERAPEUTC","OVID","111.06"
"Oak Valley Bancorp (CA)","OVLY","90.63"
"OXFORD BIOMEDCL","OXBDF","296.2"
"Oxbridge Re Holdings Limited","OXBR","5.73"
"Oxford Immunotec Global PLC","OXFD","255.76"
"Oxford Lane Capital Corp.","OXLC","123.1"
"Oxford Square Capital Corp.","OXSQ","104.84"
"Pacific Drilling S.A.","PACD","33.49"
"Pacific Ventures Group Inc.","PACV","1.19"
"Western Asset Investment Grade Income Fund Inc.","PAI","107.78"
"Paladin Energy Ltd.","PALAF","63.2"
"Aberdeen Standard Physical Palladium Shares ETF","PALL","251.95"
"Pangaea Logistics Solutions Ltd.","PANL","76.01"
"PAR Technology Corporation","PAR","195.91"
"Parnell Pharmaceuticals Holdings Ltd","PARNF","1.63"
"Patriot Transportation Holding, Inc.","PATI","31.17"
"PAVmed Inc.","PAVM","54.54"
"3PEA international, Inc.","PAYS","194.57"
"PB Bancorp, Inc.","PBBI","98.15"
"People's Bank of Commerce","PBCO","35.35"
"Pioneer Bancorp, Inc.","PBFS","254.58"
"PBF Logistics LP","PBFX","201.92"
"Pathfinder Bancorp, Inc.","PBHC","52.26"
"Pressure BioSciences Inc.","PBIO","3.91"
"Prudential Bancorp, Inc.","PBIP","94.38"
"Pacific Booker Minerals Inc.","PBMLF","20.16"
"Pinnacle Bank","PBNK","35.62"
"Potbelly Corporation","PBPB","43.49"
"Pharma-Bio Serv Inc.","PBSV","15.21"
"Permian Basin Royalty Trust","PBT","115.08"
"Powerbridge Technologies Co., Ltd.","PBTS","17.83"
"Puma Biotechnology, Inc.","PBYI","257.53"
"PCB BANCORP","PCB","148.4"
"High Income Securities Fund","PCF","31.11"
"Pinnacle Bancshares Inc.","PCLB","27.98"
"PCM FUND INC","PCM","75.23"
"Public Company Management Corp.","PCMC",".52"
"Pendrell Corporation","PCOA","148.41"
"Points International, Ltd.","PCOM","106.21"
"Heatwurx Inc.","PCSA","53.49"
"PCSB FINANCIAL","PCSB","211.68"
"Pcs Edventures!.Com, Inc.","PCSV","4.32"
"PCTEL, Inc.","PCTI","79.78"
"Park City Group, Inc.","PCYG","67.75"
"Pure Cycle Corporation","PCYO","189.02"
"Pro-Dex, Inc.","PDEX","55.98"
"PDF Solutions, Inc.","PDFS","289.79"
"PENDRAGON PLC","PDGNF","234.13"
"PDG Realty SA","PDGRY","11.89"
"PDL Community Bancorp","PDLB","172.43"
"Painted Pony Petroleum Ltd.","PDPYF","22.54"
"Precision Drilling Corporation","PDS","90.53"
"Edge Therapeutics, Inc.","PDSB","4.05"
"Peoples Bancorp of North Carolina, Inc.","PEBK","119.47"
"Jensyn Acquistion Corp.","PECK","11.11"
"Pedevco Corp.","PED","58.93"
"PEERSTREAM, INC.","PEER","5.5"
"Xanadoo Co.","PEGX","22.6"
"Pennsylvania Real Estate Investment Trust","PEI","64.01"
"Pacific Ethanol, Inc.","PEIX","13.28"
"PURE EGY MINRLS","PEMIF","4.96"
"Applied Nanotech Holdings Inc.","PENC","6.7"
"PENINSULA ENERG","PENMF","14.02"
"Adams Natural Resources Fund, Inc.","PEO","182.43"
"SandRidge Permian Trust","PER","19.68"
"Perion Network Ltd","PERI","96.31"
"Perma-Fix Environmental Services, Inc.","PESI","52.2"
"Pioneer Energy Services Corp.","PESXQ","1.31"
"TDH Holdings, Inc.","PETZ","9.39"
"Precision Optics Corp.","PEYE","16.23"
"Premier Financial Bancorp, Inc.","PFBI","124.59"
"Peoples Financial Corporation","PFBX","49.68"
"Professional Holding Corp.","PFHD","116.99"
"Pacific Health Care Organization Inc.","PFHO","11.55"
"Profire Energy, Inc.","PFIE","33.38"
"P & F Industries, Inc.","PFIN","16.98"
"Peoples Financial Services Corp.","PFIS","282.02"
"PennantPark Floating Rate Capital Ltd.","PFLT","145.39"
"Performant Financial Corporation","PFMT","48.51"
"Pfenex Inc.","PFNX","239.42"
"Flaherty & Crumrine Preferred Income Opportunity Fund","PFO","84.8"
"PFSweb, Inc.","PFSW","32.31"
"puraDYN Filter Technologies Inc.","PFTI",".76"
"Peapack-Gladstone Financial Corporation","PGC","242.41"
"Intrexon Corporation","PGEN","276.56"
"Paragon Technologies Inc.","PGNT","2.81"
"Progenics Pharmaceuticals Inc.","PGNX","186.18"
"Petroleum Geo-Services ASA","PGSVY","106.65"
"ProGreen Properties Inc.","PGUS",".37"
"Pelangio Exploration Inc.","PGXPF","3.86"
"PHASEBIO PHARMA","PHAS","83.14"
"Puhui Wealth Investment Management Co., Ltd.","PHCF","25.61"
"Chardan Healthcare Acquisition Corp.","PHGE","153.63"
"PHI Group Inc.","PHIL",".88"
