Company Name,Ticker,Market Cap (mil)
"ShotSpotter Inc.","SSTI","317.72"
"Stratasys, Ltd.","SSYS","933.12"
"iStar Financial Inc.","STAR","556.39"
"Stewart Information Services Corporation","STC","554.33"
"Insynergy Products, Inc.","STCB","175.02"
"State Auto Financial Corporation","STFC","868.3"
"Sunlands Online Education Group Sponsored ADR","STG","162.34"
"SunOpta, Inc.","STKL","158.35"
"Stemline Therapeutics, Inc.","STML","204.02"
"Scorpio Tankers Inc.","STNG","819.22"
"Stoke Therapeutics, Inc.","STOK","726.93"
"PIMCO 1-5 Year U.S. TIPS Index ETF","STPZ","651.52"
"STHREE GRP LTD","STREF","539.97"
"Sterling Construction Company Inc","STRL","218.14"
"Sutro Biopharma, Inc.","STRO","188.72"
"Stratus Properties Inc.","STRS","150.21"
"Satsuma Pharmaceuticals Inc.","STSA","343.99"
"Spirit of Texas Bancshares, Inc.","STXB","189.52"
"Stereotaxis Inc.","STXS","173.96"
"Suruga Bank Ltd.","SUGBY","934.36"
"Summit Materials, Inc.","SUM","992.6"
"Solar Senior Capital Ltd.","SUNS","147.29"
"Supernus Pharmaceuticals, Inc.","SUPN","826.36"
"Grupo Supervielle S.A.","SUPV","133.36"
"Sinovac Biotech, Ltd.","SVA","460.25"
"Hospitality Properties Trust","SVC","844.2"
"Silvercorp Metals Inc.","SVM","420.61"
"Mast Therapeutics, Inc.","SVRA","107.78"
"ShockWave Medical, Inc.","SWAV","735.7"
"Sierra Wireless, Inc.","SWIR","188.41"
"SWK Holdings Corp.","SWKH","117.46"
"Schweitzer-Mauduit International, Inc.","SWM","694.02"
"SunCoke Energy, Inc.","SXC","266.29"
"Standex International Corporation","SXI","509.33"
"So-Young International Inc. Sponsored ADR","SY","887.21"
"Stock Yards Bancorp, Inc.","SYBT","572.29"
"Sykes Enterprises, Incorporated","SYKE","976.82"
"Synalloy Corporation","SYNL","111.24"
"Syros Pharmaceuticals, Inc.","SYRS","242.59"
"Systemax Inc.","SYX","615"
"Salzgitter AG","SZGPY","533.06"
"Stone Energy Corporation","TALO","417.92"
"ArTara Therapeutics, Inc.","TARA","135.85"
"Thai Airways International PCL","TAWNF","218.28"
"The Bancorp, Inc.","TBBK","229.03"
"TrueBlue, Inc.","TBI","507.96"
"Translate Bio, Inc.","TBIO","586.48"
"Triumph Bancorp, Inc.","TBK","509.32"
"Territorial Bancorp Inc.","TBNK","205.34"
"TuanChe Limited Sponsored ADR","TC","110.28"
"TriCo Bancshares","TCBK","790.35"
"The Community Financial Corporation","TCFC","125.34"
"Transcontinental Realty Investors, Inc.","TCI","143.88"
"Tactile Systems Technology, Inc.","TCMD","593.8"
"BLACKROCK TCP CAPITAL CORP.","TCPC","353.18"
"TCR2 Therapeutics Inc.","TCRR","165.88"
"Container Store (The)","TCS","124.9"
"Tucows Inc.","TCX","509.81"
"Templeton Dragon Fund, Inc.","TDF","507.81"
"Tidewater Inc.","TDW","253.5"
"Tarena International, Inc.","TEDU","188.96"
"Magellan Petroleum Corporation","TELL","244.23"
"Tenneco Inc.","TEN","154.44"
"Tredegar Corporation","TG","444.76"
"Textainer Group Holdings Limited","TGH","378.57"
"Triumph Group, Inc.","TGI","249.39"
"Tecnoglass Inc.","TGLS","120.37"
"Teekay LNG Partners L.P.","TGP","598.3"
"Transportadora De Gas Sa Ord B","TGS","621.22"
"TG Therapeutics, Inc.","TGTX","835.82"
"Platinum Eagle Acquisition Corp.","TH","150.13"
"iShares MSCI Thailand ETF","THD","283.03"
"First Financial Corporation Indiana","THFF","402.99"
"Thermon Group Holdings, Inc.","THR","451.84"
"Gentherm Inc","THRM","928.65"
"Theratechnologies Inc.","THTX","123.12"
"Thomasville Bancshares, Inc.","THVB","282.47"
"UP Fintech Holding Limited","TIGR","312.05"
"Interface, Inc.","TILE","354.46"
"Tiptree Financial Inc.","TIPT","155.18"
"Team, Inc.","TISI","220.04"
"Titan Machinery Inc.","TITN","182.41"
"TiVo Corporation","TIVO","789.23"
"Teekay Corporation","TK","221.5"
"Taiwan Liposome Company, Ltd. Unsponsored ADR","TLC","147.28"
"Telkom SA SOC Ltd.","TLKGY","512.99"
"Talend S.A.","TLND","644.34"
"Telaria, Inc.","TLRA","247.92"
"Tilray, Inc.","TLRY","379.8"
"Tilly's, Inc.","TLYS","118.42"
"TransMedics Group, Inc.","TMDX","291.51"
"Trilogy Metals Inc.","TMQ","151.63"
"Timken Steel Corporation","TMST","152.79"
"Telenav, Inc.","TNAV","210.42"
"Tennant Company","TNC","944.11"
"Teekay Tankers Ltd.","TNK","545.85"
"Tsakos Energy Navigation Ltd","TNP","155.93"
"TOPCON CORP","TOPCF","739.47"
"Tuniu Corporation","TOUR","112.93"
"Turning Point Brands, Inc.","TPB","322.47"
"Tutor Perini Corporation","TPC","315.88"
"TRIBUNE PUBLISHING CO","TPCO","206.69"
"TRI Pointe Group, Inc.","TPH","935.4"
"TPI Composites, Inc.","TPIC","387.38"
"Third Point Reinsurance Ltd.","TPRE","569.05"
"TriplePoint Venture Growth BDC Corp.","TPVG","162.26"
"Tejon Ranch Co","TRC","329.45"
"Trecora Resources","TREC","134.65"
"Tabula Rasa Healthcare Inc.","TRHC","996.22"
"TORM PLC","TRMD","603.47"
"Transcat, Inc.","TRNS","194.77"
"Tronox Limited","TROX","689.58"
"Turquoise Hill Resources Ltd.","TRQ","724.43"
"TriMas Corporation","TRS","930.85"
"TrustCo Bank Corp NY","TRST","451.1"
"TPG RE Finance Trust, Inc.","TRTX","537.2"
"TrueCar, Inc.","TRUE","245.22"
"Trupanion, Inc.","TRUP","833.42"
"Truxton Corp.","TRUX","102.84"
"Trivago N.V. ADS","TRVG","545.38"
"Twin River Worldwide Holdings, Inc.","TRWH","241.51"
"Timberland Bancorp, Inc.","TSBK","133.85"
"TriState Capital Holdings, Inc.","TSC","284.67"
"Trinseo S.A.","TSE","687.48"
"TCW Strategic Income Fund, Inc.","TSI","205.53"
"361 Degrees International Limited","TSIOF","314.28"
"TPG Specialty Lending, Inc.","TSLX","902.04"
"TT Electronics PLC","TTGPF","415.54"
"TechTarget, Inc.","TTGT","524.96"
"TTM Technologies, Inc.","TTMI","948.54"
"Tufin Software Technologies Ltd.","TUFN","217.65"
"iShares MSCI Turkey ETF","TUR","197.69"
"Tullow Oil PLC","TUWOY","143.68"
"Television Broadcasts Ltd.","TVBCY","657"
"Healthways, Inc.","TVTY","185.99"
"Titan International, Inc.","TWI","105.03"
"Twin Disc, Incorporated","TWIN","110.6"
"Taiwan Fund, Inc. (The)","TWN","107.89"
"Twist Bioscience Corporation","TWST","849.64"
"TherapeuticsMD, Inc.","TXMD","274.24"
"Taxus Pharmaceuticals Holdings Inc.","TXSP","258.36"
"Tri Continental Corporation","TY","992.52"
"Tortoise Energy Infrastructure Corporation","TYG","140.52"
"Tyme Technologies, Inc.","TYME","117.91"
"CVR Partners, LP","UAN","100.82"
"Urstadt Biddle Properties Inc.","UBA","432.24"
"Urstadt Biddle Properties Inc.","UBP","348.51"
"UNITY Biotechnology, Inc.","UBX","247.11"
"Ultra Clean Holdings, Inc.","UCTT","496.22"
"Urban Edge Properties","UE","988.09"
"Uranium Energy Corp.","UEC","104.63"
"United Health Products, Inc.","UEEC","131.98"
"Universal Electronics Inc.","UEIC","442.17"
"Net 1 UEPS Technologies, Inc.","UEPS","164.61"
"United Fire Group, Inc","UFCS","702.93"
"Unifi, Inc.","UFI","147.67"
"UFP Technologies, Inc.","UFPT","261.36"
"Universal Health Realty Income Trust","UHT","928.67"
"United Insurance Holdings Corp.","UIHC","351.54"
"Unisys Corporation","UIS","657.09"
"Universal Logistics Holdings, Inc.","ULH","312.15"
"UMH Properties, Inc.","UMH","408.33"
"United Natural Foods, Inc.","UNFI","601.59"
"Unity Bancorp, Inc.","UNTY","134.44"
"Upland Software, Inc.","UPLD","604.16"
"Upwork Inc.","UPWK","705.24"
"UROGEN PHARMA","URGN","285.87"
"Urovant Sciences Ltd.","UROV","237.45"
"Liberty All-Star Equity Fund","USA","822.89"
"USA Compression Partners, LP","USAC","496.79"
"Americas Silver Corporation","USAS","136.75"
"USA Technologies, Inc.","USAT","272.73"
"U S Concrete, Inc.","USCR","203.06"
"USD Partners LP","USDP","107.03"
"United States Lime & Minerals, Inc.","USLM","404.28"
"Usinas Siderurgicas de Minas Gerais SA","USNZY","445.64"
"U.S. Physical Therapy, Inc.","USPH","701.09"
"U.S. Xpress Enterprises, Inc.","USX","147.98"
"Universal Technical Institute Inc","UTI","146.7"
"Unitil Corporation","UTL","667.57"
"Utah Medical Products, Inc.","UTMD","284.88"
"Energy Fuels Inc","UUUU","104.73"
"UNIVERSAL INSURANCE HOLDINGS INC","UVE","509.56"
"Univest Corporation of Pennsylvania","UVSP","428.48"
"Universal Corporation","UVV","998.15"
"Uxin Limited Sponsored ADR","UXIN","372.81"
"Ensco plc","VAL","103.67"
"Value Line, Inc.","VALU","233.01"
"Vapotherm, Inc.","VAPO","237.83"
"Invesco Bond Fund","VBF","177.37"
"VBI Vaccines, Inc.","VBIV","139.79"
"Veritex Holdings, Inc.","VBTX","579.2"
"Vericel Corporation","VCEL","356.86"
"Vocera Communications, Inc.","VCRA","653.96"
"Victory Capital Holdings, Inc.","VCTR","975.02"
"Invesco California Value Municipal Income Trust","VCV","495.4"
"Veracyte, Inc.","VCYT","914.7"
"Vectrus, Inc.","VEC","371.3"
"Veeco Instruments Inc.","VECO","382.85"
"Velocity Financial, Inc.","VEL","104.68"
"Female Health Company (The)","VERU","172.11"
"Vericity Inc.","VERY","113.79"
"Vermilion Energy Inc.","VET","337.59"
"Village Farms International, Inc.","VFF","125.85"
"Invesco Trust for Investment Grade Municipals","VGM","572.07"
"VirnetX Holding Corp","VHC","370.22"
"Valhi, Inc.","VHI","335.2"
"Viomi Technology Co., Ltd. Sponsored ADR","VIOT","317.24"
"Vista Oil & Gas, S.A.B. de C.V. Sponsored ADR","VIST","201.46"
"Meridian Bioscience Inc.","VIVO","315.65"
"Invesco Advantage Municipal Income Trust II","VKI","403.08"
"Invesco Municipal Trust","VKQ","577.54"
"Viking Therapeutics, Inc.","VKTX","313.47"
"Village Super Market, Inc.","VLGEA","311.21"
"Vallourec SA","VLOWY","457.99"
"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.","VLRS","343.02"
"Viemed Healthcare, Inc.","VMD","179.73"
"Delaware Investments Minnesota Municipal Income Fund II, Inc.","VMM","133.46"
"Invesco Municipal Opportunity Trust","VMO","698.42"
"Vanda Pharmaceuticals Inc.","VNDA","452.26"
"Veoneer, Inc.","VNE","656.14"
"Viper Energy Partners LP","VNOM","909.87"
"VolitionRX Limited","VNRX","121.97"
"Venator Materials PLC","VNTR","199.27"
"Vishay Precision Group, Inc.","VPG","242.72"
"Invesco Pennsylvania Value Municipal Income Trust","VPV","250.45"
"Vera Bradley, Inc.","VRA","126.16"
"ViewRay, Inc.","VRAY","275.71"
"Verrica Pharmaceuticals Inc.","VRCA","223.56"
"VAREX IMAGING","VREX","662.97"
"Verso Corporation","VRS","396.51"
"GS Acquisition Holdings Corp.","VRT","634.8"
"Virtus Investment Partners, Inc.","VRTS","523.05"
"Virtusa Corporation","VRTU","815.5"
"Veritiv Corporation","VRTV","134.04"
"VSE Corporation","VSEC","163.14"
"Vivint Solar, Inc.","VSLR","499.12"
"Verastem, Inc.","VSTM","139.03"
"Vista Outdoor Inc.","VSTO","405.14"
"Invesco Trust  for Investment Grade New York Municipal","VTN","206.86"
"vTv Therapeutics Inc.","VTVT","111.6"
"Vulcan International Corp.","VULC","103.79"
"Viad Corp","VVI","242.18"
"Voyager Therapeutics, Inc.","VYGR","256.36"
"AquaVenture Holdings Ltd.","WAAS","849.76"
"WANdisco PLC","WANSF","286.76"
"Washington Trust Bancorp, Inc.","WASH","554.4"
"500.com Limited","WBAI","152.97"
"Welbilt, Inc.","WBT","623.93"
"WESCO International, Inc.","WCC","737.39"
"Waddell & Reed Financial, Inc.","WDR","793.05"
"Westaim Corp.","WEDXF","146.05"
"WisdomTree Investments, Inc.","WETF","389.53"
"Weyco Group, Inc.","WEYS","168.08"
"Winnebago Industries, Inc.","WGO","722.1"
"Cactus, Inc.","WHD","898.28"
"WhiteHorse Finance, Inc.","WHF","156.97"
"Westwood Holdings Group Inc","WHG","149.13"
"Boingo Wireless, Inc.","WIFI","383.02"
"G. Willi-Food International,  Ltd.","WILC","133.89"
"WILLIAM HIL ADR","WIMHY","413"
"Winmark Corporation","WINA","471.24"
"Wins Finance Holdings Inc.","WINS","214.47"
"Windtree Therapeutics, Inc.","WINT","123.28"
"Encore Wire Corporation","WIRE","821.44"
"Workhorse Group, Inc.","WKHS","112.37"
"Willdan Group, Inc.","WLDN","216.58"
"Willis Lease Finance Corporation","WLFC","107.16"
"Westlake Chemical Partners LP","WLKP","473.36"
"Whiting Petroleum Corporation","WLL","120.28"
"Western Asset Mortgage Capital Corporation","WMC","198.04"
"Wabash National Corporation","WNC","410.85"
"Western New England Bancorp","WNEB","171.9"
"WideOpenWest, Inc.","WOW","271.85"
"Washington Prime Group Inc.","WPG","216.79"
"Westport Fuel Systems Inc.","WPRT","107.28"
"World Acceptance Corporation","WRLD","439.45"
"Wrap Technologies, Inc.","WRTC","107.56"
"Waterstone Financial, Inc.","WSBF","348.49"
"WillScot Corporation","WSC","931.34"
"Wanda Sports Group Company Limited Sponsored ADR","WSG","220.07"
"Whitestone REIT","WSR","257.75"
"West Bancorporation","WTBA","256.67"
"W&T Offshore, Inc.","WTI","223.84"
"Watford Holdings Ltd.","WTRE","321.04"
"SELECT EGY SVCS","WTTR","295.38"
"WAVE Life Sciences Ltd.","WVE","410.36"
"WW International, Inc.","WW","975.68"
"United States Steel Corporation","X","899.55"
"Exantas Capital Corp.","XAN","106.76"
"XBiotech Inc.","XBIT","387.86"
"Xenon Pharmaceuticals Inc.","XENE","351.66"
"Intersect ENT, Inc.","XENT","355.92"
"Arsanis, Inc.","XFOR","136.01"
"Exagen Inc.","XGN","199.72"
"Xenia Hotels & Resorts, Inc.","XHR","890.51"
"Xinyuan Real Estate Co Ltd","XIN","128.84"
"SPDR S&P Metals & Mining ETF","XME","246.45"
"Xunlei Limited","XNET","182.44"
"EXTRACTION O&G","XOG","115.74"
"XOMA Corporation","XOMA","150.92"
"XPEL, Inc.","XPEL","266.74"
"Tessera Holding Corporation","XPER","565.44"
"Xiangtian (Usa) Air Power Co., Ltd.","XTEG","424.83"
"X Financial Sponsored ADR","XYF","152.11"
"111, Inc. Sponsored ADR","YI","497.42"
"Yintech Investment Holdings Limited","YIN","420.82"
"Yunji Inc. Sponsored ADR","YJ","687.96"
"Y-mAbs Therapeutics, Inc.","YMAB","770.09"
"The York Water Company","YORW","480.72"
"Yirendai Ltd.","YRD","309.15"
"AutoChina International Ltd.","YUANF","134.54"
"Olympic Steel, Inc.","ZEUS","114.36"
"Zogenix, Inc.","ZGNX","893.49"
"ZIOPHARM Oncology Inc","ZIOP","532.5"
"Zix Corporation","ZIXI","197.53"
"Zealand Pharma A/S","ZLDPF","880.68"
"Virtus Global Dividend & Income Fund Inc.","ZTR","145.64"
"Zumiez Inc.","ZUMZ","461.93"
"Zuora, Inc.","ZUO","916.92"
"Zynex Inc.","ZYXI","321"
